18,615,2
18,637,2
18,976,2
18,983,2
18,1094,2
18,1562,2
18,1984,2
18,3317,2
18,3421,2
18,4961,2
18,43,1
18,163,1
18,233,1
18,350,1
18,381,1
18,514,1
18,603,1
18,629,1
18,642,1
18,659,1
18,764,1
18,842,1
18,843,1
18,894,1
18,979,1
18,989,1
18,992,1
18,1016,1
18,1017,1
18,1087,1
18,1096,1
18,1106,1
18,1114,1
18,1115,1
18,1132,1
18,1176,1
18,1235,1
18,1399,1
18,1558,1
18,1559,1
18,1583,1
18,1587,1
18,1589,1
18,1590,1
18,1607,1
18,1610,1
18,1669,1
18,1676,1
18,1721,1
18,1781,1
18,1841,1
18,2074,1
18,2082,1
18,2127,1
18,2134,1
18,2138,1
18,2231,1
18,2266,1
18,2267,1
18,2833,1
18,2961,1
18,3105,1
18,3225,1
18,3320,1
18,3782,1
18,3854,1
18,3908,1
18,3970,1
18,3973,1
18,3977,1
18,3978,1
18,4053,1
18,4190,1
18,4232,1
18,4278,1
18,4292,1
18,4408,1
18,4469,1
18,4885,1
18,4932,1
18,5073,1
18,5675,1
18,5889,1
18,6518,1
18,7169,1
18,9790,1
18,10217,1
18,10988,1
18,16392,1
18,16414,1
24,4197,1
25,242,3
25,642,2
25,4307,2
25,16332,2
25,410,1
25,466,1
25,1012,1
25,1024,1
25,1102,1
25,2961,1
25,3330,1
25,3431,1
25,3966,1
25,4080,1
25,4216,1
25,4221,1
25,4259,1
25,4290,1
25,4308,1
25,5680,1
25,5684,1
25,5751,1
25,6482,1
25,7000,1
25,7025,1
25,8373,1
25,10985,1
25,11007,1
25,15689,1
25,16353,1
25,16388,1
25,16421,1
25,16449,1
25,16461,1
25,16473,1
25,16504,1
25,16554,1
26,1226,5
26,423,4
26,1170,4
26,7776,4
26,7777,4
26,4394,3
26,15242,3
26,787,2
26,1364,2
26,1654,2
26,1831,2
26,3104,2
26,3948,2
26,3974,2
26,3990,2
26,5017,2
26,6287,2
26,7778,2
26,16372,2
26,117,1
26,177,1
26,272,1
26,458,1
26,510,1
26,731,1
26,896,1
26,979,1
26,1052,1
26,1598,1
26,1687,1
26,1708,1
26,1841,1
26,1870,1
26,1876,1
26,2963,1
26,2982,1
26,3130,1
26,3132,1
26,3994,1
26,4018,1
26,4053,1
26,4133,1
26,4180,1
26,4322,1
26,4385,1
26,4407,1
26,4429,1
26,4458,1
26,4462,1
26,4483,1
26,5960,1
26,6501,1
26,6762,1
26,7015,1
26,7298,1
26,8040,1
26,9711,1
26,10764,1
26,13535,1
26,13724,1
26,14415,1
26,15228,1
26,15245,1
26,16446,1
26,16485,1
26,16487,1
26,16518,1
31,511,1
31,3363,1
31,14009,1
31,16391,1
32,719,2
32,720,2
32,16352,2
32,721,1
32,1374,1
32,4723,1
32,16444,1
32,16542,1
33,744,2
33,4088,1
34,16363,1
40,905,1
40,1481,1
41,380,1
41,769,1
41,772,1
41,861,1
41,1658,1
41,2058,1
41,2907,1
41,4053,1
41,5502,1
41,9200,1
55,831,4
55,11129,2
55,16333,2
55,796,1
55,828,1
55,832,1
55,2151,1
55,8404,1
55,11139,1
55,16335,1
55,16529,1
60,5903,2
61,16447,3
61,7218,2
61,16395,2
61,16407,2
61,16440,2
61,16458,2
61,16528,2
61,5652,1
61,5665,1
61,16432,1
61,16535,1
64,755,2
64,868,1
64,3367,1
64,6012,1
64,7017,1
65,1094,1
65,11851,1
66,911,2
66,625,1
66,914,1
66,915,1
66,6330,1
68,48,1
68,120,1
68,807,1
68,927,1
68,1249,1
68,1524,1
68,1529,1
68,1535,1
68,2347,1
79,654,2
79,640,1
79,760,1
79,973,1
79,992,1
79,1676,1
79,1853,1
79,4073,1
79,13931,1
79,16512,1
80,998,1
85,1810,8
85,1777,5
85,3066,4
85,3317,4
85,280,3
85,445,3
85,763,3
85,985,3
85,1689,3
85,4961,3
85,1107,2
85,1245,2
85,1548,2
85,1721,2
85,1751,2
85,1772,2
85,2078,2
85,2833,2
85,3014,2
85,3109,2
85,4852,2
85,104,1
85,172,1
85,194,1
85,220,1
85,478,1
85,646,1
85,679,1
85,695,1
85,758,1
85,774,1
85,822,1
85,833,1
85,984,1
85,1012,1
85,1014,1
85,1016,1
85,1018,1
85,1212,1
85,1236,1
85,1238,1
85,1285,1
85,1452,1
85,1558,1
85,1587,1
85,1590,1
