userID,paperID
55,13459025
55,1453839
55,3051858
55,3416410
55,3450408
55,6107912
55,6780575
55,7154656
55,7202726
55,7539663
55,8151157
55,8943333
55,9334233
55,9523955
55,9760662
55,9773675
80,1002004
80,1007761
80,10125017
80,10160067
80,10379543
80,10570324
80,10590031
80,11123312
80,11193474
80,11870948
80,11870955
80,11969705
80,12124932
80,12338684
80,12389748
80,12646844
80,13162244
80,13224644
80,13231009
80,13338698
80,13346741
80,13380364
80,13421090
80,13421098
80,13421100
80,13421106
80,13421171
80,13421196
80,13426193
80,13426207
80,13426208
80,13426215
80,13426219
80,13426227
80,13426238
80,13427034
80,13427035
80,13427038
80,13427042
80,13427044
80,13427055
80,13427057
80,13427059
80,13427060
80,13427061
80,13427062
80,13427068
80,13433879
80,13445093
80,13445146
80,13445147
80,13445885
80,1404264
80,1719757
80,1786166
80,186716
80,197425
80,2234356
80,238776
80,2503868
80,2565783
80,2658460
80,272179
80,2925813
80,297084
80,3064417
80,3072793
80,322839
80,334283
80,3367022
80,3428435
80,3483431
80,368203
80,3866488
80,3888201
80,3889012
80,398597
80,4012975
80,4093048
80,4093066
80,4093226
80,4093292
80,4093391
80,4094099
80,4094131
80,4094147
80,4094170
80,4094189
80,4094209
80,4094271
80,4094316
80,4108359
80,4108410
80,4108485
80,4108492
80,4108519
80,4108525
80,4108534
80,411006
80,4110865
80,4123049
80,4123532
80,4123556
80,4130762
80,4135331
80,4219850
80,4240586
80,4311534
80,4412126
80,4503183
80,4538998
80,464515
80,4665177
80,4666628
80,4745515
80,478724
80,484976
80,4882128
80,4970733
80,4972360
80,5009001
80,5034513
80,5086414
80,5087147
80,5093161
80,5149747
80,5156099
80,5182967
80,5183203
80,5218889
80,5431792
80,5788568
80,5795246
80,5795260
80,5823072
80,5998845
80,608527
80,6145886
80,6627523
80,666044
80,6671078
80,6674982
80,6729097
80,6766799
80,6781316
80,6874352
80,6894247
80,6901401
80,6922037
80,7000601
80,7102515
80,7223798
80,7325275
80,7340364
80,7546365
80,7546384
80,7576996
80,7577039
80,7657471
80,7709779
80,7894971
80,8296744
80,8349296
80,8384447
80,9528359
80,9528364
80,9758731
80,9968223
106,10007210
106,10007211
106,10009966
106,10010057
106,10018555
106,10031981
106,10076929
106,10117308
106,10140406
106,10181067
106,10192016
106,10193509
106,10193525
106,10194469
106,10194741
106,10194746
106,10200452
106,10204861
106,10229880
106,10255610
106,10329766
106,10336141
106,10368711
106,1038481
106,10385122
106,10392803
106,10392808
106,10392818
106,10392827
106,10392840
106,10392862
106,10392907
106,10392909
106,10392919
106,10392950
106,10392972
106,10392981
106,10392993
106,10392997
106,10393001
106,10393015
106,10393028
106,10393046
106,10393054
106,10393059
106,10393079
106,10393087
106,10393097
106,10393123
106,10393132
106,10393157
106,10393179
106,10393184
106,10393191
106,10393213
106,10393232
106,10393246
106,10393254
106,10393262
106,10393285
106,10393287
106,10393313
106,10393324
106,10393329
106,10393332
106,10393334
106,10393344
106,10393394
106,10393396
106,10393448
106,10393488
106,10393510
106,10393517
106,10393522
106,10393532
106,10393534
106,10393542
106,10393547
106,10393550
106,10401615
106,10406716
106,10406723
106,10437672
106,10437674
106,10527474
106,10535259
106,10535272
106,10595376
106,10611731
106,10619837
106,10627295
106,10650705
106,10657370
106,10759459
106,10806753
106,10817380
106,10841923
106,10871780
106,10924058
106,11098329
106,11098331
106,11164805
106,11192417
106,11193489
106,11289460
106,11296923
106,11420892
106,11489438
106,11536345
106,11570756
106,11589490
106,11693404
106,11847147
106,11854434
106,11864924
106,11865146
106,1186777
106,1187077
106,1187078
106,12199315
106,12199342
106,12257111
106,12257113
106,12610586
106,1306420
106,13256498
106,13341640
106,13341641
106,13386110
106,13386148
106,13410088
106,13455149
106,13455184
106,13455188
106,13458081
106,13458135
106,13460485
106,13460486
106,1357498
106,151765
106,156341
106,1898862
106,2179505
106,2180213
106,227182
106,2312921
106,2868716
106,343054
106,3510701
106,3842833
106,4184113
106,421465
106,4369097
106,4448077
106,4504895
106,4543659
106,472232
106,4745099
106,4784750
106,526143
106,5757165
106,5812748
106,5833210
106,598414
106,6068177
106,6214378
106,6505595
106,6920936
106,694251
106,6962181
106,6981934
106,7019538
106,7103562
106,7180443
106,7220411
106,7249952
106,7471999
106,7561740
106,7773618
106,8601959
106,9299360
106,9329287
106,9400918
106,9480736
106,9519817
106,9533389
106,9539849
106,9539852
106,9547270
106,9548883
106,9552511
106,9571737
106,9578318
106,9599074
106,9599294
106,9608075
106,9608077
106,9608228
106,9608229
106,9622344
106,9631727
106,9632537
106,9633807
106,9636950
106,9637033
106,9637058
106,9637078
106,9637093
106,9644198
106,9679378
106,9688899
106,9692613
106,9711326
106,9719111
106,9721109
106,9724606
106,9726531
106,9726843
106,9736624
106,9751110
106,9758183
106,9759331
106,9776865
106,9782549
106,9783646
106,9785616
106,9791328
106,9804096
106,9808188
106,9811210
106,9818869
106,9822153
106,9826765
106,9834222
106,9839974
106,9842025
106,9846911
106,9854945
106,9866193
106,9869576
106,9894708
106,9894737
106,9917304
106,9927717
106,9936614
106,9977087
106,9982408
106,9983975
106,9983976
106,9983977
116,13458917
116,13458929
116,13458932
116,13458954
116,13461509
116,13461520
116,13461521
116,13461529
116,13461530
116,13461537
116,13461554
116,13461555
116,13461569
116,13461575
116,13461616
116,3902768
116,9484320
116,9825934
117,10040418
117,10167521
117,10430893
117,10456929
117,10486389
117,10497471
117,10528448
117,10613615
117,10615526
117,10617063
117,10714063
117,10751725
117,10876940
117,10878466
117,10907743
117,10966133
117,11044613
117,11063619
117,11139084
117,11151450
117,11151459
117,11151620
117,11160845
117,11179977
117,11186928
117,11186951
117,11224464
117,11238161
117,11275814
117,11277119
117,1128173
117,11284382
117,11288066
117,11353482
117,11387715
117,11488208
117,11545994
117,11621574
117,11740772
117,11784956
117,11824731
117,11834699
117,11837080
117,11838630
117,11840356
117,11846611
117,11864137
117,11864254
117,11868129
117,11966177
117,11966413
117,11989025
117,11996316
117,11996941
117,12007508
117,12045578
117,12045603
117,12217623
117,12228352
117,12229052
117,12236926
117,12237323
117,12246996
117,12306465
117,12311941
117,12311943
117,12311958
117,12318870
117,12325917
117,12329918
117,12329927
117,12329943
117,12329952
117,12329988
117,12335284
117,12348396
117,12363322
117,12366334
117,12372656
117,12375722
117,12389256
117,12393792
117,12439499
117,12441634
117,12446332
117,12447649
117,12455899
117,12456399
117,12458615
117,12460497
117,12464975
117,12474799
117,12534024
117,12546325
117,12547847
117,12547872
117,12549346
117,12552322
117,12552489
117,12554403
117,12555231
117,12555340
117,12571463
117,12589302
117,12589792
117,12593062
117,12593117
117,12596248
117,12596302
117,12596334
117,12596350
117,12596396
117,12596399
117,12599879
117,12599897
117,12599902
117,12600131
117,12601208
117,12607814
117,12608703
117,12608913
117,12608914
117,12615353
117,12615410
117,12615506
117,12615702
117,12619660
117,12636484
117,12681870
117,12682124
117,12686336
117,12688649
117,12729233
117,12729502
117,12737160
117,12786786
117,12799952
117,12804731
117,12804850
117,12811109
117,12827868
117,1283783
117,12856929
117,12904793
117,1290688
117,12958280
117,13049895
117,13053549
117,13078522
117,13078531
117,13116791
117,13126624
117,13126861
117,13133086
117,13138729
117,13139085
117,13153423
117,13156353
117,13158103
117,13172797
117,13176025
117,13205367
117,13205390
117,13223978
117,13224574
117,13224973
117,13240101
117,13241412
117,13242469
117,13242470
117,13244070
117,13250812
117,13268992
117,13328510
117,13344482
117,13359497
117,13424729
117,13458037
117,1860938
117,2246929
117,2283010
117,2345226
117,2500019
117,2563543
117,2649917
117,280456
117,2886520
117,2894296
117,2971783
117,2999253
117,3066986
117,3103126
117,3134511
117,322433
117,3783218
117,3864833
117,388242
117,4079801
117,4133700
117,4142916
117,4150489
117,417678
117,421656
117,423130
117,423382
117,4403309
117,440894
117,4464526
117,4787859
117,5455140
117,5489039
117,5540926
117,5692630
117,5777260
117,5782976
117,5897371
117,5952249
117,658723
117,6600388
117,6600816
117,6703484
117,691774
117,7078212
117,7179444
117,7179733
117,7278458
117,7355714
117,7459440
117,7470752
117,7572779
117,7588672
117,7680635
117,7800234
117,7888067
117,817159
117,8380800
117,8465912
117,8637236
117,8667279
117,8697009
117,8882707
117,9091474
117,9125124
117,9149140
117,9190478
117,9281580
117,9428984
117,9663137
117,9676804
117,9888308
151,10083527
151,10243321
151,10297499
151,10362700
151,10482799
151,10523116
151,10574278
151,10576506
151,10580785
151,10580898
151,10605998
151,10609819
151,10609864
151,10610343
151,10610417
151,10636559
151,10656706
151,10712123
151,10717289
151,10721488
151,10723339
151,10744443
151,10750401
151,10758979
151,10759163
151,10771752
151,10785637
151,10802260
151,10802495
151,10806070
151,10828413
151,10828712
151,10833958
151,10854177
151,10860912
151,10869798
151,10869800
151,10869801
151,10869942
151,10871774
151,10872551
151,10872599
151,10886837
151,10887710
151,10914382
151,10914447
151,10914474
151,10914625
151,10932410
151,10933815
151,10933835
151,10953905
151,10953913
151,10965111
151,10965306
151,10988422
151,10996084
151,11003987
151,11005040
151,11024008
151,11030638
151,11179524
151,1118659
151,11231140
151,11240809
151,11244973
151,11261895
151,11272278
151,11286242
151,11342245
151,11358723
151,11365423
151,11365430
151,11373252
151,11375313
151,11376458
151,11387846
151,11401403
151,11421736
151,11428514
151,11433792
151,11436879
151,11441378
151,11445001
151,11445046
151,11465451
151,11477352
151,11477940
151,11484026
151,11488123
151,11488748
151,11493263
151,11493450
151,11493454
151,11520788
151,11521064
151,11530326
151,11542082
151,11570280
151,11570512
151,11591676
151,11600806
151,11616221
151,11616274
151,11670787
151,11688432
151,11688490
151,11688493
151,11688494
151,11688719
151,11693989
151,11737468
151,11746087
151,11747590
151,11779423
151,11800342
151,11802725
151,11804520
151,11809446
151,11813929
151,11813983
151,11819718
151,11819719
151,11824202
151,11824351
151,11827418
151,11837109
151,11837692
151,11840432
151,11841843
151,11842232
151,11847096
151,11847167
151,11847233
151,11847316
151,11849629
151,11850049
151,11851207
151,11851866
151,11856502
151,11861728
151,11861738
151,11864856
151,11867717
151,11867837
151,11868915
151,11868920
151,11869401
151,11869410
151,11894678
151,11895603
151,11896236
151,11896250
151,11896307
151,11897036
151,11897103
151,11897807
151,11898165
151,11898320
151,11898565
151,11919275
151,11919325
151,11921558
151,11921561
151,11921607
151,11921750
151,11922783
151,11922801
151,11930630
151,11930848
151,11930849
151,11930881
151,11932177
151,11966052
151,11975921
151,11975937
151,11978968
151,11979687
151,11979740
151,11979741
151,11996446
151,11998493
151,12015617
151,12027872
151,12034718
151,12043469
151,12053916
151,12054478
151,12056271
151,12057431
151,12072777
151,12078642
151,12089961
151,12110646
151,12116313
151,12131833
151,12141597
151,12141603
151,12141617
151,12141641
151,12147953
151,12147965
151,12155536
151,12155717
151,12186938
151,12193260
151,12198638
151,12205704
151,12223894
151,12224317
151,12236643
151,12238147
151,12238695
151,12240850
151,12241557
151,12257537
151,12280783
151,12292802
151,12294634
151,12300520
151,12315420
151,12315479
151,12327304
151,12333315
151,12334799
151,12341151
151,12356478
151,12361203
151,12375741
151,12378935
151,12387514
151,12389782
151,12539170
151,1283519
151,2535696
151,4016322
151,4166836
151,4195468
151,6108168
151,6416447
151,6786878
151,7292485
151,7807335
151,8637741
151,8880248
151,8988027
151,9367302
151,9527167
151,9746505
151,9791234
177,10040945
177,10063019
177,10074983
177,10092506
177,10229602
177,10278215
177,10509032
177,10565323
177,11198296
177,11935282
177,12053444
177,12569456
177,12601373
177,12737947
177,1300661
177,13116736
177,13122989
177,13124270
177,13129854
177,13131376
177,13138074
177,13148863
177,13157686
177,13157708
177,13159669
177,13161748
177,13161810
177,13176060
177,13197868
177,13207653
177,13242586
177,13296598
177,13341906
177,13342836
177,13343624
177,13345009
177,13358790
177,13358817
177,13360026
177,13372505
177,13372552
177,13411398
177,13415577
177,13415581
177,13426333
177,1697986
177,351870
177,4025150
177,5905991
177,6434100
177,6486855
177,7163690
177,8402151
177,8736626
177,9073699
177,9076531
177,9169630
177,9336575
177,9473578
177,9594282
177,9645286
177,9673522
177,9729829
177,9824688
177,9828491
177,9839952
177,9849008
177,9866738
177,9869477
177,9935552
234,10058298
234,10082344
234,10246319
234,10246320
234,1032314
234,1033459
234,10377444
234,10403741
234,10403747
234,10403763
234,10403814
234,10410954
234,10519216
234,10558469
234,1061802
234,1062395
234,1065467
234,10659844
234,10779730
234,10779747
234,1082279
234,1082287
234,1082290
234,10914885
234,10926737
234,11053212
234,11053339
234,11249624
234,11351758
234,11351783
234,11351913
234,11351920
234,11351928
234,11351932
234,11419143
234,11583192
234,11732764
234,11824311
234,11824365
234,11849912
234,11849913
234,11849915
234,11850006
234,11856692
234,11871315
234,11966016
234,11966054
234,11988770
234,11988789
234,11988793
234,11988799
234,11989068
234,12010236
234,12010237
234,12010238
234,12010239
234,12073186
234,12096534
234,12104116
234,12104425
234,12111627
234,12112187
234,12113616
234,12307449
234,12346103
234,12390829
234,12439181
234,1245427
234,1257786
234,12634022
234,12634104
234,12673601
234,12856788
234,12901647
234,12936950
234,12936951
234,13106287
234,13109080
234,13109111
234,13119087
234,13161847
234,13161849
234,13248334
234,13267997
234,13337108
234,13354051
234,13354076
234,13367682
234,13367685
234,13367692
234,1473817
234,1533702
234,1556020
234,1589974
234,1987535
234,2090908
234,2091108
234,2209425
234,2261947
234,2447552
234,2491414
234,2491718
234,2528837
234,27996
234,2825350
234,2925784
234,2932251
234,3067719
234,309395
234,3225602
234,3272592
234,3337030
234,3435583
234,3448336
234,3479031
234,353353
234,3888552
234,401922
234,447286
234,447454
234,4814730
234,576121
234,588251
234,588252
234,5909247
234,5909305
234,5909477
234,5909481
234,5909506
234,5909518
234,5909519
234,5909520
234,5909521
234,5909522
234,5909523
234,5909532
234,5909551
234,5909552
234,5909553
234,5909554
234,5909555
234,5909556
234,5909557
234,5909558
234,5909559
234,5909560
234,5909561
234,5937238
234,5937252
234,5937844
234,5937853
234,5937880
234,5937895
234,5937902
234,5937907
234,5937908
234,5937909
234,5937916
234,5937917
234,5937924
234,5937932
234,5938804
234,5941262
234,5941264
234,5941272
234,5941289
234,5941301
234,5997196
234,5998448
234,5998463
234,6032265
234,6075451
234,6075716
234,6075756
234,6081320
234,610875
234,6283896
234,6284385
234,6372027
234,6389073
234,6389108
234,6565295
234,6565337
234,6565408
234,6565612
234,6565644
234,6565655
234,6565862
234,6578631
234,6578644
234,6591588
234,6601279
234,6645787
234,6645818
234,6645832
234,6645950
234,6645969
234,6645991
234,6646013
234,6650832
234,6651403
234,6651484
234,6724230
234,6760541
234,6761280
234,6766770
234,6788895
234,6897248
234,690094
234,690103
234,690990
234,691333
234,691787
234,6926998
234,6971832
234,7018178
234,707498
234,7094196
234,7094227
234,7094280
234,711503
234,7265225
234,7265274
234,7265315
234,7297190
234,7469299
234,7536459
234,7664768
234,767573
234,791585
234,819069
234,8402301
234,8463241
234,8635350
234,8737461
234,8777204
234,8870788
234,8870824
234,890179
234,8936295
234,8990309
234,9031326
234,9031467
234,910820
234,9257906
234,9286310
234,9354655
234,9354676
234,9761845
234,9761846
248,10000355
248,10026076
248,10026111
248,10030225
248,10125317
248,10194010
248,10201852
248,10439302
248,10458536
248,10470236
248,10524751
248,10559087
248,10577618
248,10681606
248,10690537
248,10733758
248,10772011
248,10846369
248,10878607
248,1105330
248,1116413
248,11168061
248,11186627
248,11281117
248,11352015
248,11379412
248,11444812
248,11445326
248,11445333
248,11459167
248,11467283
248,11475734
248,11488101
248,11488109
248,11488114
248,11493498
248,11494937
248,11523043
248,11523816
248,11524155
248,11524200
248,11524765
248,11525054
248,11530446
248,11530563
248,11530951
248,11530958
248,11531029
248,11537000
248,11537071
248,11537355
248,11538593
248,11538601
248,11539007
248,1156705
248,11570901
248,11616621
248,11700138
248,11784225
248,11823338
248,11823363
248,11825843
248,11825856
248,11848551
248,11848566
248,11848568
248,11878037
248,11930886
248,11934771
248,11961140
248,11961288
248,11980404
248,11980405
248,11980430
248,12001683
248,12005057
248,12014893
248,12017328
248,12027948
248,12028031
248,12033178
248,12034386
248,12073524
248,12091169
248,12091274
248,12111309
248,12111659
248,12132077
248,1222725
248,12412363
248,12463966
248,12478098
248,12479830
248,12511080
248,12606670
248,12618176
248,12659163
248,12659317
248,12659325
248,12659354
248,12691027
248,12709437
248,12710993
248,12711031
248,12711257
248,12711266
248,12729506
248,12732167
248,12732174
248,12733789
248,12735821
248,12744337
248,12744395
248,12750182
248,12750215
248,12750249
248,12750276
248,12750320
248,12751059
248,12751125
248,12769240
248,12805427
248,12810822
248,12819099
248,12819245
248,12819426
248,12819464
248,12819476
248,12820269
248,12820306
248,12856772
248,12856843
248,12856846
248,12857328
248,12857687
248,1287211
248,12904791
248,12904799
248,12904803
248,12904807
248,12904916
248,12904924
248,12904932
248,12907886
248,12933870
248,12940299
248,12941949
248,12941951
248,12941952
248,12942147
248,13053540
248,13053542
248,13098106
248,13108893
248,13111822
248,13163539
248,13165969
248,13165972
248,13177049
248,13326103
248,13329878
248,13365560
248,13367513
248,13367688
248,13367723
248,13367724
248,13367728
248,13379663
248,13408793
248,13408797
248,13413541
248,13425047
248,13425672
248,13425740
248,13459025
248,1417053
248,1426084
248,1462163
248,1505785
248,1537540
248,1538579
248,1603107
248,165051
248,1704379
248,1779865
248,1992010
248,2302110
248,2329881
248,2397718
248,260532
248,2623376
248,2756137
248,2907959
248,3055084
248,3125677
248,342959
248,3499876
248,3514367
248,3731959
248,3862228
248,4170976
248,4470174
248,465817
248,4681391
248,4958927
248,5105122
248,5204523
248,5491436
248,562660
248,5733620
248,5936407
248,599639
248,6297605
248,6350337
248,6587739
248,6609684
248,6711290
248,6753432
248,6931108
248,6944140
248,7161564
248,7224779
248,7224882
248,7343578
248,738873
248,7539949
248,7644766
248,777216
248,777221
248,7801507
248,7806258
248,7969825
248,8011999
248,8121605
248,8484497
248,8695353
248,8698803
248,8715305
248,8747416
248,8810194
248,9024217
248,9145325
248,9199782
248,9291372
248,953081
248,9566340
248,9673104
248,968828
248,9757052
248,9779390
268,10092542
268,10143085
268,10595348
268,10595365
268,10595366
268,10595367
268,10595378
268,10595489
268,10595784
268,10595841
268,10595854
268,10693431
268,10722041
268,10722044
268,10722281
268,10733242
268,10816873
268,10856051
268,10856139
268,10856145
268,10856182
268,10856189
268,10856723
268,10856732
268,10856789
268,10856856
268,10856870
268,10858867
268,10860812
268,10873254
268,10873270
268,10953754
268,11101534
268,11134246
268,11180234
268,11191802
268,11192910
268,11239849
268,11347635
268,11347636
268,11353271
268,11376997
268,11401673
268,11402543
268,11423975
268,11429812
268,11452392
268,11458233
268,11458266
268,11458304
268,11458318
268,11479332
268,11479371
268,11479468
268,11484937
268,11551160
268,11551997
268,11596950
268,11596969
268,11665407
268,11665425
268,11665662
268,11665717
268,11665753
268,11674820
268,11674937
268,11674987
268,11675013
268,11675028
268,11675034
268,11675161
268,11676262
268,11676289
268,11676424
268,11676444
268,11683467
268,11736651
268,11736664
268,11736789
268,11736869
268,11809551
268,11809558
268,11814398
268,11834854
268,11834913
268,11835090
268,11839733
268,11839742
268,11839747
268,11840420
268,11840441
268,11840494
268,11840498
268,11840500
268,11841858
268,11848611
268,11850811
268,11877673
268,11894604
268,12079998
268,12099753
268,12099796
268,12101230
268,12241924
268,12261432
268,12272319
268,12284777
268,12289894
268,12306515
268,12306518
268,12308969
268,12354961
268,12359688
268,12364263
268,12375781
268,12375783
268,12375785
268,12375788
268,12375802
268,12375804
268,12375817
268,12375832
268,12378917
268,12378958
268,12394566
268,12407374
268,12414907
268,12414911
268,12414928
268,12415628
268,12415672
268,12415678
268,12415688
268,12415690
268,12415714
268,12415786
268,12416124
268,12443386
268,12443387
268,12443389
268,12446004
268,12446334
268,12446339
268,12547042
268,12605301
268,12605302
268,12643700
268,12643705
268,12643719
268,12643725
268,12673985
268,12679930
268,12693159
268,12693162
268,12721175
268,12722253
268,12722305
268,12723257
268,12726710
268,12736797
268,12737190
268,12737193
268,12737199
268,12737201
268,12738915
268,12752908
268,1275456
268,12778387
268,12780438
268,12787931
268,12790969
268,12791072
268,12791101
268,12791447
268,12858105
268,12858750
268,12859412
268,12936207
268,12940540
268,12964692
268,12964939
268,13052603
268,13071155
268,13071157
268,13075726
268,13097086
268,13097360
268,13106334
268,13110152
268,13165455
268,13199217
268,13225494
268,13225498
268,1323396
268,13241637
268,13249593
268,13256871
268,13313289
268,13313800
268,13313809
268,13314149
268,13321575
268,13325806
268,13329651
268,13347542
268,13366375
268,13376676
268,13385081
268,13389982
268,13399335
268,13403512
268,13414660
268,13415765
268,13448242
268,13452943
268,13455243
268,13458926
268,13459763
268,1414340
268,1477404
268,2062312
268,2185882
268,250731
268,266187
268,3433296
268,3452760
268,3873720
268,3925898
268,4042271
268,4049911
268,4081793
268,4242400
268,4498074
268,4526429
268,4772888
268,5760863
268,5872087
268,5927947
268,6306714
268,7083477
268,7576903
268,8017794
268,8187345
268,8599955
268,8637492
268,9387002
268,9397123
268,9525651
268,9601964
268,9805854
274,10008633
274,10081948
274,10108729
274,10125074
274,10173217
274,10196951
274,10212519
274,10213513
274,10238983
274,10239139
274,10243274
274,10252786
274,10285228
274,10285452
274,10289011
274,10311824
274,10318028
274,10326251
274,10365473
274,10369645
274,10377639
274,10377709
274,10381291
274,10388964
274,10406593
274,10407975
274,10414197
274,104172
274,1050449
274,10508374
274,10522884
274,10542724
274,10571721
274,10573280
274,10575363
274,10579282
274,10593854
274,10615528
274,10624249
274,10635034
274,10635934
274,10636240
274,10667238
274,10670432
274,10682645
274,10685837
274,10699217
274,10711014
274,10722586
274,10743743
274,10744798
274,10803839
274,10806799
274,10816967
274,10824856
274,10840096
274,10876211
274,10881548
274,10881678
274,10896982
274,10901141
274,10904155
274,10906785
274,10908078
274,10918291
274,10966106
274,11004869
274,11080461
274,11162168
274,11177573
274,11219051
274,11219577
274,11232501
274,11253917
274,11335192
274,11338085
274,11380761
274,11384072
274,11572161
274,11599146
274,11627430
274,11739496
274,11741140
274,11822329
274,11841758
274,11847579
274,11859592
