1,7,57
1,3290,53
1,623,40
1,1277,36
1,3298,31
1,504,26
1,90,25
1,510,21
1,7430,21
1,999,20
1,1280,18
1,3094,18
1,1041,17
1,3291,17
1,4022,17
1,431,16
1,507,16
1,4148,16
1,5759,16
1,516,15
3,15784,8
3,3004,7
3,679,6
3,1025,6
3,3298,5
3,3922,5
3,7742,5
3,3986,3
3,512,2
3,990,2
3,1003,2
3,3299,2
3,4049,2
3,4299,2
3,9280,2
3,13672,2
3,57,1
3,90,1
3,174,1
3,225,1
3,305,1
4,3302,3
4,189,2
4,332,2
4,1960,2
4,1961,2
4,7235,2
4,12947,2
4,13750,2
4,315,1
4,322,1
4,487,1
4,680,1
4,1412,1
4,1422,1
4,1828,1
4,2213,1
4,2707,1
4,2850,1
4,2932,1
4,3785,1
4,5296,1
5,1813,133
5,785,90
5,6481,81
5,1771,78
5,265,74
5,3331,63
5,3782,58
5,419,50
5,5855,50
5,1160,47
5,3226,43
5,603,40
5,1163,39
5,104,37
5,4317,36
5,5284,36
5,1453,35
5,1869,35
5,1235,32
5,2908,32
5,3341,32
6,899,30
6,13406,30
6,5332,29
6,14145,26
6,2489,21
6,5731,20
6,9754,20
6,11457,19
6,3357,16
6,7073,16
6,3360,15
6,4774,15
6,4649,14
6,5522,14
6,4577,13
6,4696,13
6,5526,13
6,5528,13
6,13510,13
6,15338,13
6,2862,12
7,4024,142
7,623,82
7,893,51
7,479,43
7,4022,42
7,2186,39
7,8083,38
7,2631,35
7,3936,35
7,504,33
7,57,27
7,510,24
7,746,24
7,4171,24
7,90,23
7,990,23
7,5759,23
7,3986,22
7,442,21
7,1008,21
7,3298,21
8,2948,11
8,415,10
8,433,9
8,933,9
8,515,7
8,3366,7
8,3365,6
8,500,5
8,1219,5
8,2132,5
8,2951,5
8,2300,4
8,3367,4
8,3782,4
8,6568,4
8,943,3
8,4707,3
8,5637,3
8,9863,3
8,14494,3
8,16537,3
9,2250,162
9,4147,127
9,1753,111
9,1857,108
9,4335,108
9,2237,103
9,387,88
9,5855,87
9,14041,80
9,3100,70
9,4398,58
9,3328,56
9,10233,56
9,1013,55
9,1722,53
9,4967,53
9,1781,52
9,3488,52
9,14358,51
9,163,50
9,15400,50
10,575,362
10,550,194
10,3479,192
10,407,180
10,546,180
10,559,137
10,579,133
10,3485,128
10,1797,127
10,2867,125
10,551,119
10,573,118
10,3618,117
10,3445,113
10,547,110
10,576,110
10,583,108
10,592,107
10,3615,107
10,548,106
10,3500,106
15,3695,62
15,3691,34
15,3701,26
15,3526,25
15,3705,23
15,1408,22
15,7162,22
15,14885,17
15,1958,14
15,1923,13
15,3707,13
15,12073,13
15,12734,13
15,1856,12
15,7161,12
15,691,11
15,3680,10
15,5356,10
15,7163,10
15,7688,10
15,680,9
16,3735,121
16,13510,121
16,2746,110
16,3725,99
16,15341,93
16,599,87
16,3200,87
16,15338,82
16,2237,81
16,3522,81
16,3708,81
16,3719,79
16,2250,78
16,598,73
16,3736,72
16,3713,67
16,2239,66
16,3734,62
16,3729,60
16,14053,60
16,3730,59
19,9104,28
19,617,20
19,260,18
19,2948,16
19,491,11
19,5997,11
19,2304,9
19,3569,9
19,5962,9
